id,conference,title,year,authors,doi
1551,IV,A Visual Analytics Tool for System Logs Adopting Variable Recommendation and Feature-Based Filtering,2013,"Hayashi, A., Itoh, T., Nakamura, S.",10.1109/IV.2013.1
1422,IV,Simulation and Visualisation for Electromagnetic Nondestructive Evaluation,2010,"Simm, A., Abidin, I.Z., Tian, Gui Yun, Woo, Wai Lok",10.1109/IV.2010.77
724,journal,Hue-Preserving Color Blending,2009,"Chuang, J., Weiskopf, D., Moller, T.",10.1109/TVCG.2009.150
2720,VAST,YMCA -- Your mesh comparison application,2014,"Schmidt, J., Preiner, R., Auzinger, T., Wimmer, M., Groller, M.E., Bruckner, S.",10.1109/VAST.2014.7042491
79,InfoVis,Gaussian Cubes: Real-Time Modeling for Visual Exploration of Large Multidimensional Datasets,2017,"Wang, Z., Ferreira, N., Wei, Y., Bhaskar, A. S., Scheidegger, C.",10.1109/TVCG.2016.2598694
2684,VAST,"Investigating network traffic through compressed graph visualization: VAST 2012 Mini Challenge 2 award: ""Good adaptation of graph analysis techniques@",2012,"Shi, Lei, Liao, Qi, Yang, Chunxin",10.1109/VAST.2012.6400517
1959,PacificVis,Crossing-free many-to-one boundary labeling with hyperleaders,2010,"Lin, Chun-Cheng",10.1109/PACIFICVIS.2010.5429592
2457,EuroVis,Interactive Visualization of Multimodal Volume Data for Neurosurgical Tumor Treatment,2008,"Rieder, Christian, Ritter, Felix, Raspe, Matthias, Peitgen, Heinz-Otto",10.1111/j.1467-8659.2008.01242.x
546,journal,A Unified Paradigm For Scalable Multi-Projector Displays,2007,"Damera-Venkata, N., Chang, N.L., DiCarlo, J.M.",10.1109/TVCG.2007.70536
2546,VAST,A continuous analysis process between desktop and collaborative visual analytics environments,2010,"Jeong, Dong Hyun, Suma, E., Butkiewicz, T., Ribarsky, W., Chang, R.",10.1109/VAST.2010.5652958
4677,journal,Robust Computation of 3D Apollonius Diagrams,2020,"Wang, Peihui, Yuan, Na, Ma, Yuewen, Xin, Shiqing, He, Ying, Chen, Shuangmin, Xu, Jian, Wang, Wenping",https://doi.org/10.1111/cgf.14125
3685,journal,Visual Drift Detection for Sequence Data Analysis of Business Processes,2021,"Yeshchenko, A., Di Ciccio, C., Mendling, J., Polyvyanyy, A.",10.1109/TVCG.2021.3050071
4532,EuroVis,Reading Traces: Scalable Exploration in Elastic Visualizations of Cultural Heritage Data,2020,"Bludau, M.-J., Bruggemann, V., Busch, A., Dork, M.",https://doi.org/10.1111/cgf.13964
2801,VAST,NStreamAware: Real-Time visual analytics for data streams (VAST Challenge 2014 MC3),2014,"Fischer, Fabian, Stoffel, Florian",10.1109/VAST.2014.7042572
4780,journal,Correlation-Aware Multiple Importance Sampling for Bidirectional Rendering Algorithms,2021,"Grittmann, Pascal, Georgiev, Iliyan, Slusallek, Philipp",https://doi.org/10.1111/cgf.142628
1210,IV,Directional Aggregate Visualization of Large Scale Movement Data,2014,"Hyougo, Y., Misue, K., Tanaka, J.",10.1109/IV.2014.34
1329,IV,Visualizing Contextual Information of Cocitation Networks,2009,"Chen, Tsung-teng",10.1109/IV.2009.76
1216,IV,Semantic Blossom Graph: A New Approach for Visual Graph Exploration,2014,"Rauch, M., Wozelka, R., Veas, E., Sabol, V.",10.1109/IV.2014.36
3613,journal,Revisiting the Modifiable Areal Unit Problem in Deep Traffic Prediction with Visual Analytics,2021,"Zeng, W., Lin, C., Lin, J., Jiang, J., Xia, J., Turkay, C., Chen, W.",10.1109/TVCG.2020.3030410
3874,IV,"Interactive Data Driven Visualization for COVID-19 with Trends, Analytics and Forecasting",2020,"Clement, F., Kaur, A., Sedghi, M., Krishnaswamy, D., Punithakumar, K.",10.1109/IV51561.2020.00101
1733,IV,A Practical Way for Projects to Visualize Design Rationale,2008,"Alexander, Ian",10.1109/IV.2008.76
1028,IV,Multi-visualization of the Cooperative Context in Building Construction Activity A Model-Based Approach to design AEC-specific Visualization Interfaces,2007,"Kubicki, S., Halin, G., Guerriero, A.",10.1109/IV.2007.79
2441,EuroVis,COPERNICUS: Context-Preserving Engine for Route Navigation with Interactive User-modifiable Scaling,2008,"Ziegler, Hartmut, Keim, Daniel A.",10.1111/j.1467-8659.2008.01226.x
4536,EuroVis,Ocupado: Visualizing Location-Based Counts Over Time Across Buildings,2020,"Oppermann, Michael, Munzner, Tamara",https://doi.org/10.1111/cgf.13968
3405,VAST,A Utility-Aware Visual Approach for Anonymizing Multi-Attribute Tabular Data,2018,"Wang, X., Chou, J. K., Chen, W., Guan, H., Chen, W., Lao, T., Ma, K. L.",10.1109/TVCG.2017.2745139
3418,InfoVis,Revisiting Stress Majorization as a Unified Framework for Interactive Constrained Graph Visualization,2018,"Wang, Y., Wang, Y., Sun, Y., Zhu, L., Lu, K., Fu, C. W., Sedlmair, M., Deussen, O., Chen, B.",10.1109/TVCG.2017.2745919
4130,IV,Visualization of Open Community Runtime Task Graphs,2017,"Dokulil, J., Katreniakova, J.",10.1109/iV.2017.31
3963,InfoVis,Expand-Ahead: A Space-Filling Strategy for Browsing Trees,2004,"McGuffin, M. J., Davison, G., Balakrishnan, R.",10.1109/INFVIS.2004.21
5484,EuroVis,Cytosplore: Interactive Immune Cell Phenotyping for Large Single-Cell Datasets,2016,"Hollt, Thomas, Pezzotti, Nicola, Unen, Vincent van, Koning, Frits, Eisemann, Elmar, Lelieveldt, Boudewijn P. F., Vilanova, Anna",10.1111/cgf.12893
2821,VAST,SensePlace2: GeoTwitter analytics support for situational awareness,2011,"MacEachren, A.M., Jaiswal, A., Robinson, A.C., Pezanowski, S., Savelyev, A., Mitra, P., Zhang, X., Blanford, J.",10.1109/VAST.2011.6102456
1380,IV,Visualisation of Web Based e-Learning Activity,2010,"Oliveira, A.P., Mealha, O., Santos, C.",10.1109/IV.2010.41
3486,Vis,Evaluating Balance Recovery Techniques for Users Wearing Head-Mounted Display in VR,2021,"Cortes, C. A. T., Chen, H. -T., Sturnieks, D. L., Garcia, J., Lord, S. R., Lin, C. -T.",10.1109/TVCG.2019.2927477
2518,VAST,Discovering bits of place histories from people's activity traces,2010,"Andrienko, G., Andrienko, N., Mladenov, M., Mock, M., Politz, C.",10.1109/VAST.2010.5652478
3838,IV,An Industry 4.0-Ready Visual Analytics Model for Context-Aware Diagnosis in Smart Manufacturing,2020,"Kaupp, L., Nazemi, K., Humm, B.",10.1109/IV51561.2020.00064
3681,journal,Fast 3D Indoor Scene Synthesis by Learning Spatial Relation Priors of Objects,2021,"Zhang, S. -H., Zhang, S. -K., Xie, W. -Y., Luo, C. -Y., Yang, Y., Fu, H.",10.1109/TVCG.2021.3050143
3641,journal,Visual Analysis of Argumentation in Essays,2021,"Kiesel, D., Riehmann, P., Wachsmuth, H., Stein, B., Froehlich, B.",10.1109/TVCG.2020.3030425
5420,EuroVis,Characterizing Exploratory Visual Analysis: A Literature Review and Evaluation of Analytic Provenance in Tableau,2019,"Battle, Leilani, Heer, Jeffrey",10.1111/cgf.13678
1879,PacificVis,Efficient Rendering of Extrudable Curvilinear Volumes,2008,"Martin, S., Shen, Han-Wei, Samtaney, R.",10.1109/PACIFICVIS.2008.4475452
2527,VAST,NetClinic: Interactive visualization to enhance automated fault diagnosis in enterprise networks,2010,"Liu, Zhicheng, Lee, Bongshin, Kandula, S., Mahajan, R.",10.1109/VAST.2010.5652910
4183,InfoVis,Interactive problem solving via algorithm visualization,2000,"Pu, P., Lalanne, D.",10.1109/INFVIS.2000.885103
954,IV,Towards a Model of Information Aesthetics in Information Visualization,2007,"Lau, A., Vande Moere, A.",10.1109/IV.2007.114
3383,VAST,SOMFlow: Guided Exploratory Cluster Analysis with Self-Organizing Maps and Analytic Provenance,2018,"Sacha, D., Kraus, M., Bernard, J., Behrisch, M., Schreck, T., Asano, Y., Keim, D. A.",10.1109/TVCG.2017.2744805
4853,EuroVis,Design Patterns and Trade-Offs in Responsive Visualization for Communication,2021,"Kim, Hyeok, Moritz, Dominik, Hullman, Jessica",https://doi.org/10.1111/cgf.14321
4726,journal,Visual Analytics in Dental Aesthetics,2020,"Amirkhanov, Aleksandr, Bernhard, Matthias, Karimov, Alexey, Stiller, Sabine, Geier, Andreas, Groller, M. Eduard, Mistelbauer, Gabriel",https://doi.org/10.1111/cgf.14174
4613,journal,Fast and Robust Stochastic Structural Optimization,2020,"Cui, Qiaodong, Langlois, Timothy, Sen, Pradeep, Kim, Theodore",https://doi.org/10.1111/cgf.13938
618,journal,Geometry-Based Edge Clustering for Graph Visualization,2008,"Cui, Weiwei, Zhou, Hong, Qu, Huamin, Wong, Pak Chung, Li, Xiaoming",10.1109/TVCG.2008.135
788,InfoVis,Image Plane Sweep Volume Illumination,2011,"Sunden, E., Ynnerman, A., Ropinski, T.",10.1109/TVCG.2011.211
1393,IV,Swedish Road Weather Visualization,2010,"Lundblad, P., Thoursie, J., Jern, M.",10.1109/IV.2010.51
611,journal,"The Word Tree, an Interactive Visual Concordance",2008,"Wattenberg, M., Viegas, F.B.",10.1109/TVCG.2008.172
598,journal,Color Design for Illustrative Visualization,2008,"Wang, Lujin, Giesen, J., McDonnell, K.T., Zolliker, P., Mueller, K.",10.1109/TVCG.2008.118
2769,VAST,Safeguarding abila through multiple data perspectives VAST 2014 Grand Challenge award: Effective analysis and presentation,2014,"Saraf, Parang, Butle, Patrick, Ramakrishnan, Naren",10.1109/VAST.2014.7042540
2796,VAST,VAST 2014: Summary on Mini Challenge two,2014,"Tse, Carlos K.F., Liu, Yang",10.1109/VAST.2014.7042567
2087,PacificVis,Surface flow visualization using the closest point embedding,2015,"Kim, M., Hansen, C.",10.1109/PACIFICVIS.2015.7156351
721,journal,Exploring the Millennium Run - Scalable Rendering of Large-Scale Cosmological Datasets,2009,"Fraedrich, R., Schneider, J., Westermann, R.",10.1109/TVCG.2009.142
2629,VAST,How interactive visualization can assist investigative analysis: Views and perspectives from domain experts,2009,"Stasko, J., Cohen, S., Hunter, L., Parry, J.",10.1109/VAST.2009.5332411
5341,EuroVis,Visualnostics: Visual Guidance Pictograms for Analyzing Projections of High-dimensional Data,2015,"Lehmann, Dirk J., Kemmler, Fritz, Zhyhalava, Tatsiana, Kirschke, Marco, Theisel, Holger",10.1111/cgf.12641
1069,IV,A Concurrent Architecture Proposal for Information Visualization Pipeline,2015,"Carneiro, N., Teixeira, R., Araujo, T., Santos, C., Junior, J., Meiguins, B.",10.1109/iV.2015.49
3460,SciVis,"The Good, the Bad, and the Ugly: A Theoretical Framework for the Assessment of Continuous Colormaps",2018,"Bujack, R., Turton, T. L., Samsel, F., Ware, C., Rogers, D. H., Ahrens, J.",10.1109/TVCG.2017.2743978
3327,Vis,Multiscale Visual Drilldown for the Analysis of Large Ensembles of Multi-Body Protein Complexes,2020,"Furmanova, K., Jur@ik, A., Kozlikova, B., Hauser, H., Byska, J.",10.1109/TVCG.2019.2934333
1554,IV,Edge Bundling by Rapidly-Exploring Random Trees,2013,"Burch, M., Schmauder, H., Weiskopf, D.",10.1109/IV.2013.4
925,journal,Illustrative Stream Surfaces,2010,"Born, S., Wiebel, A., Friedrich, J., Scheuermann, G., Bartz, D.",10.1109/TVCG.2010.166
4681,journal,Fracture Patterns Design for Anisotropic Models with the Material Point Method,2020,"Cao, Wei, Lyu, Luan, Ren, Xiaohua, Zhang, Bob, Yang, Zhixin, Wu, Enhua",https://doi.org/10.1111/cgf.14129
5064,IVI,Sensitivity Encoding to Support Information Space Navigation: A Design Guideline,2002,"Spence, Robert",10.1057/palgrave.ivs.9500019
252,VAST,Visual Analysis of Public Utility Service Problems in a Metropolis,2014,"Zhang, Jiawan, Yanli, E., Ma, Jing, Zhao, Yahui, Xu, Binghan, Sun, Liting, Chen, Jinyan, Yuan, Xiaoru",10.1109/TVCG.2014.2346898
2559,VAST,Multi-viz data fusion VAST 2010 Grand Challenge award: Outstanding debrief,2010,"Campbell, C., Blanchard, S., Chin, S., Henderson, C., Holland, M., Jennings, K., Kuehl, P., Lucey, D., McCoy, M., McCracken, J., Pecheux, B., Pietrzak, M., Roberts, D., Sanders, M., Taylor, K., Whitford, D., DiMassimo, R. P.",10.1109/VAST.2010.5653004
4639,journal,Real-Time Deformation with Coupled Cages and Skeletons,2020,"Corda, F., Thiery, J. M., Livesu, M., Puppo, E., Boubekeur, T., Scateni, R.",https://doi.org/10.1111/cgf.13900
3398,VAST,The Interactive Visualization Gap in Initial Exploratory Data Analysis,2018,"Batch, A., Elmqvist, N.",10.1109/TVCG.2017.2743990
2432,EuroVis,Illustrative Hybrid Visualization and Exploration of Anatomical and Functional Brain Data,2008,"Jainek, W. M., Born, S., Bartz, D., StraSer, W., Fischer, J.",10.1111/j.1467-8659.2008.01217.x
5299,IVI,Proposal for the hierarchical classification of thematic cartography methods and its application to evaluation of Czech and Slovak national atlases,2018,"Miklin, Jan, Dusek, Radek",10.1177/1473871618754344
5621,VAST,Using Tableau to Discover the Effect of Chemical Release at Wildlife Preserve,2018,"Sun, B., Weidner, B., Su, S.",10.1109/VAST.2018.8802430
1564,IV,Time-Pie visualization: Providing Contextual Information for Energy Consumption Data,2013,"Masoodian, M., Endrass, B., Buhling, R., Ermolin, P., Andre, E.",10.1109/IV.2013.12
1140,IV,Tree Encoding and Transitive Closure Compression,2007,"Chen, Yangjun",10.1109/IV.2007.116
4629,journal,Interactive Meso-scale Simulation of Skyscapes,2020,"Vimont, Ulysse, Gain, James, Lastic, Maud, Cordonnier, Guillaume, Abiodun, Babatunde, Cani, Marie-Paule",https://doi.org/10.1111/cgf.13954
3396,VAST,Visualizing Big Data Outliers Through Distributed Aggregation,2018,"Wilkinson, L.",10.1109/TVCG.2017.2744685
960,IV,Everyday Life Discoveries: Mining and Visualizing Activity Patterns in Social Science Diary Data,2007,"Vrotsou, K., Ellegard, K., Cooper, M.",10.1109/IV.2007.48
4582,journal,Asynchronous Eulerian Liquid Simulation,2020,"Koike, T., Morishima, S., Ando, R.",https://doi.org/10.1111/cgf.13907
5320,EuroVis,Efficient Local Histogram Searching via Bitmap Indexing,2015,"Wei, Tzu-Hsuan, Chen, Chun-Ming, Biswas, Ayan",10.1111/cgf.12620
398,InfoVis,Variant View: Visualizing Sequence Variants in their Gene Context,2013,"Ferstay, J.A., Nielsen, C.B., Munzner, T.",10.1109/TVCG.2013.214
1955,PacificVis,Motion track: Visualizing variations of human motion data,2010,"Hu, Yueqi, Wu, Shuangyuan, Xia, Shihong, Fu, Jinghua, Chen, Wei",10.1109/PACIFICVIS.2010.5429596
5289,IVI,A geovisual analytics approach for analyzing event-based geospatial anomalies within movement data,2017,"Hoeber, Orland, Ul Hasan, Monjur",10.1177/1473871617693040
1504,IV,Value lab: Innovation in teaching visual design: There is nothing to wait for,2012,"Novakova, K., Treyer, L., Schmitt, G., Achten, H.",10.1109/IV.2012.117
1660,IV,CAT: A Hierarchical Image Browser Using a Rectangle Packing Technique,2008,"Gomi, A., Miyazaki, R., Itoh, T., Li, Jia",10.1109/IV.2008.8
4515,journal,Context-Aware Mixed Reality: A Learning-Based Framework for Semantic-Level Interaction,2020,"Chen, L., Tang, W., John, N. W., Wan, T. R., Zhang, J. J.",https://doi.org/10.1111/cgf.13887
2882,VAST,A compound approach for interactive visualization of time-oriented data,2008,"Lammarsch, T.",10.1109/VAST.2008.4677374
4806,journal,Velocity Skinning for Real-time Stylized Skeletal Animation,2021,"Rohmer, Damien, Tarini, Marco, Kalyanasundaram, Niranjan, Moshfeghifar, Faezeh, Cani, Marie-Paule, Zordan, Victor",https://doi.org/10.1111/cgf.142654
2602,VAST,A scalable architecture for visual data exploration,2009,"Decker, J., Godwin, A., Livingston, M.A., Royle, D.",10.1109/VAST.2009.5333451
5639,VAST,CrystalBall: A Visual Analytic System for Future Event Discovery and Analysis from Social Media Data,2017,"Cho, I., Wesslen, R., Volkova, S., Ribarsky, W., Dou, W.",10.1109/VAST.2017.8585658
2455,EuroVis,A Screen Space Quality Method for Data Abstraction,2008,"Johansson, J., Cooper, M.",10.1111/j.1467-8659.2008.01240.x
5385,EuroVis,PixelSNE: Pixel-Aligned Stochastic Neighbor Embedding for Efficient 2D Visualization with Screen-Resolution Precision,2018,"Kim, Minjeong, Choi, Minsuk, Lee, Sunwoong, Tang, Jian, Park, Haesun, Choo, Jaegul",10.1111/cgf.13418
4408,PacificVis,Analysis of Coupled Thermo-Hydro-Mechanical Simulations of a Generic Nuclear Waste Repository in Clay Rock Using Fiber Surfaces,2019,"Blecha, C., Raith, F., Scheuermann, G., Nagel, T., Kolditz, O., MaSmann, J.",10.1109/PacificVis.2019.00030
5559,EuroVis,Steering the Craft: UI Elements and Visualizations for Supporting Progressive Visual Analytics,2017,"Badam, Sriram Karthik, Elmqvist, Niklas, Fekete, Jean-Daniel",10.1111/cgf.13205
4324,PacificVis,Homogeneity guided probabilistic data summaries for analysis and visualization of large-scale data sets,2017,"Dutta, S., Woodring, J., Shen, H. W., Chen, J. P., Ahrens, J.",10.1109/PACIFICVIS.2017.8031585
4547,EuroVis,Short-Contact Touch-Manipulation of Scatterplot Matrices on Wall Displays,2020,"Riehmann, P., Leon, G. Molina, Reibert, J., Echtler, F., Froehlich, B.",https://doi.org/10.1111/cgf.13979
5462,EuroVis,Capture & Analysis of Active Reading Behaviors for Interactive Articles on the Web,2019,"Conlen, Matthew, Kale, Alex, Heer, Jeffrey",10.1111/cgf.13720
5436,EuroVis,Visualization Support for Developing a Matrix Calculus Algorithm: A Case Study,2019,"Giesen, Joachim, Klaus, Julien, Laue, Soren, Schreck, Ferdinand",10.1111/cgf.13694
335,SciVis,GRACE: A Visual Comparison Framework for Integrated Spatial and Non-Spatial Geriatric Data,2013,"Maries, A., Mays, N., Hunt, M.O., Wong, K.F., Layton, W., Boudreau, R., Rosano, C., Marai, G.E.",10.1109/TVCG.2013.161
815,SciVis,BirdVis: Visualizing and Understanding Bird Populations,2011,"Ferreira, N., Lins, L., Fink, D., Kelling, S., Wood, C., Freire, J., Silva, C.",10.1109/TVCG.2011.176
5147,IVI,A Visualization Testbed for Analyzing the Performance of Computational Linguistics Algorithms,2007,"Eick, Stephen G., Mauger, Justin, Ratner, Alan",10.1057/palgrave.ivs.9500141
223,SciVis,Adaptive Multilinear Tensor Product Wavelets,2016,"Weiss, K., Lindstrom, P.",10.1109/TVCG.2015.2467412
299,InfoVis,Multivariate Network Exploration and Presentation: From Detail to Overview via Selections and Aggregations,2014,"van den Elzen, S., van Wijk, J.J.",10.1109/TVCG.2014.2346441
1764,IV,Comparing Static Gantt and Mosaic Charts for Visualization of Task Schedules,2011,"Luz, S., Masoodian, M.",10.1109/IV.2011.53
5205,IVI,Design Choices when Architecting Visualizations,2004,"Tang, Diane, Stolte, Chris, Bosch, Robert",10.1057/palgrave.ivs.9500067
4857,EuroVis,Animated Presentation of Static Infographics with InfoMotion,2021,"Wang, Yun, Gao, Yi, Huang, Ray, Cui, Weiwei, Zhang, Haidong, Zhang, Dongmei",https://doi.org/10.1111/cgf.14325
3943,IV,Temporal Data Visualization Technique Based on Treemap,2016,"de Carvalho, M. B., Meiguins, B. S., de Morais, J. M.",10.1109/IV.2016.65
4137,IV,Visual Analytics Solutions as 'off-the-Shelf' Libraries,2017,"Ventocilla, E., Riveiro, M.",10.1109/iV.2017.77
5552,EuroVis,Understanding Indirect Causal Relationships in Node-Link Graphs,2017,"Bae, Juhee, Helldin, Tove, Riveiro, Maria",10.1111/cgf.13198
5497,EuroVis,Visual Analysis of Governing Topological Structures in Excitable Network Dynamics,2016,"Ngo, Quynh Quang, Hutt, Marc-Thorsten, Linsen, Lars",10.1111/cgf.12906
929,journal,Exploration and Visualization of Segmentation Uncertainty using Shape and Appearance Prior Information,2010,"Saad, A., Hamarneh, G., Moller, T.",10.1109/TVCG.2010.152
3103,journal,Interweaving Multimodal Interaction with Flexible Unit Visualizations for Data Exploration,2020,"Srinivasan, A., Lee, B., Stasko, J. T.",10.1109/TVCG.2020.2978050
3382,VAST,Visualizing Confidence in Cluster-Based Ensemble Weather Forecast Analyses,2018,"Kumpf, A., Tost, B., Baumgart, M., Riemer, M., Westermann, R., Rautenhaus, M.",10.1109/TVCG.2017.2745178
633,journal,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,2008,"von Funck, W., Weinkauf, T., Theisel, H., Seidel, H. -P",10.1109/TVCG.2008.163
3107,journal,Detecting Specular Reflections and Cast Shadows to Estimate Reflectance and Illumination of Dynamic Indoor Scenes,2020,"Jiddi, S., Robert, P., Marchand, E.",10.1109/TVCG.2020.2976986
3597,journal,CcNav: Understanding Compiler Optimizations in Binary Code,2021,"Devkota, S., Aschwanden, P., Kunen, A., Legendre, M., Isaacs, K. E.",10.1109/TVCG.2020.3030357
5229,IVI,Different Levels of 3D: An Evaluation of Visualized Discrete Spatiotemporal Data in Space-Time Cubes,2009,"Kjellin, Andreas, Pettersson, Lars Winkler, Seipel, Stefan, Lind, Mats",10.1057/ivs.2009.8
3548,journal,Supporting the Problem-Solving Loop: Designing Highly Interactive Optimisation Systems,2021,"Liu, J., Dwyer, T., Tack, G., Gratzl, S., Marriott, K.",10.1109/TVCG.2020.3030364
3360,Vis,MetricsVis: A Visual Analytics System for Evaluating Employee Performance in Public Safety Agencies,2020,"Zhao, J., Karimzadeh, M., Snyder, L. S., Surakitbanharn, C., Qian, Z. C., Ebert, D. S.",10.1109/TVCG.2019.2934603
1449,IV,A Vertical Timeline Visualization for the Exploratory Analysis of Dialogue Data,2012,"Craig, P., Roa-Seiler, N.",10.1109/IV.2012.22
315,SciVis,Design and Evaluation of Interactive Proofreading Tools for Connectomics,2014,"Haehn, D., Knowles-Barley, S., Roberts, M., Beyer, J., Kasthuri, N., Lichtman, J.W., Pfister, H.",10.1109/TVCG.2014.2346371
3235,journal,"Visualization Techniques in Augmented Reality: A Taxonomy, Methods and Patterns",2020,"Zollmann, S., Grasset, R., Langlotz, T., Lo, W. H., Mori, S., Regenbrecht, H.",10.1109/TVCG.2020.2986247
1651,IV,Navigation in RDF Data,2008,"Dokulil, J., Katreniakova, J.",10.1109/IV.2008.12
1685,IV,Coordinated and Multiple Views for Visualizing Text Collections,2008,"Eler, D.M., Paulovich, F.V., Oliveira, M., Minghim, R.",10.1109/IV.2008.39
4215,InfoVis,WEBPATH-a three dimensional Web history,1998,"Frecon, E., Smith, G.",10.1109/INFVIS.1998.729553
4123,IV,A Rule-Based Approach for Automatic Interaction Detection and Annotation,2017,"Sharaf, N., Abdennadher, S., Fruhwirth, T.",10.1109/iV.2017.59
3497,journal,Embodied Navigation in Immersive Abstract Data Visualization: Is Overview+Detail or Zooming Better for 3D Scatterplots?,2021,"Yang, Y., Cordeil, M., Beyer, J., Dwyer, T., Marriott, K., Pfister, H.",10.1109/TVCG.2020.3030427
4748,journal,Neural Denoising with Layer Embeddings,2020,"Munkberg, Jacob, Hasselgren, Jon",https://doi.org/10.1111/cgf.14049
4787,journal,Adversarial Single-Image SVBRDF Estimation with Hybrid Training,2021,"Zhou, Xilong, Kalantari, Nima Khademi",https://doi.org/10.1111/cgf.142635
3593,journal,Ray Tracing Structured AMR Data Using ExaBricks,2021,"Wald, I., Zellmann, S., Usher, W., Morrical, N., Lang, U., Pascucci, V.",10.1109/TVCG.2020.3030470
425,InfoVis,Generalized Topological Simplification of Scalar Fields on Surfaces,2012,"Tierny, J., Pascucci, V.",10.1109/TVCG.2012.228
1824,IV,Users' Responses to 2D and 3D Visualization Techniques in Urban Conservation Process,2011,"Koramaz, T.K., Gulersoy, N.Z.",10.1109/IV.2011.22
5029,IVI,A systematic view on data descriptors for the visual analysis of tabular data,2016,"Schulz, Hans-Jorg, Nocke, Thomas, Heitzler, Magnus, Schumann, Heidrun",10.1177/1473871616667767
3206,journal,PRS-Net: Planar Reflective Symmetry Detection Net for 3D Models,2020,"Gao, L., Zhang, L. -X., Meng, H. -Y., Ren, Y. -H., Lai, Y. -K., Kobbelt, L.",10.1109/TVCG.2020.3003823
2509,BioVis,EVEVis: A multi-scale visualization system for dense evolutionary data,2011,"Miller, R., Mozhayskiy, V., Tagkopoulos, I., Ma, Kwan-Liu",10.1109/BioVis.2011.6094059
4804,journal,Spatiotemporal Texture Reconstruction for Dynamic Objects Using a Single RGB-D Camera,2021,"Kim, Hyomin, Kim, Jungeon, Nam, Hyeonseo, Park, Jaesik, Lee, Seungyong",https://doi.org/10.1111/cgf.142652
4327,PacificVis,Multivariate volumetric data analysis and visualization through bottom-up subspace exploration,2017,"Lu, Kewei, Shen, H. W.",10.1109/PACIFICVIS.2017.8031588
1025,IV,Displaying LiDAR Data for Interactive Web-Based Modelling of the Environment,2007,"Counsell, J., Smith, S.",10.1109/IV.2007.40
1326,IV,A Novel Visualization Approach for Data-Mining-Related Classification,2009,"Seifert, C., Lex, E.",10.1109/IV.2009.45
4228,EuroVis,"Tasks, Techniques, and Tools for Genomic Data Visualization",2019,"Nusrat, Sabrina, Harbig, Theresa, Gehlenborg, Nils",10.1111/cgf.13727
386,InfoVis,Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,2013,"Chevalier, F., Vuillemot, R., Gali, G.",10.1109/TVCG.2013.210
712,journal,Loop surgery for volumetric meshes: Reeb graphs reduced to contour trees,2009,"Tierny, J., Gyulassy, A., Simon, E., Pascucci, V.",10.1109/TVCG.2009.163
880,journal,Gremlin: An Interactive Visualization Model for Analyzing Genomic Rearrangements,2010,"O'Brien, T.M., Ritz, A.M., Raphael, B.J., Laidlaw, D.H.",10.1109/TVCG.2010.163
2763,VAST,Pantheon: Visualizing historical cultural production,2014,"Yu, A.Z., Hu, K.Z., Jagdish, D., Hidalgo, C.A.",10.1109/VAST.2014.7042534
3289,Vis,Visual Analysis of High-Dimensional Event Sequence Data via Dynamic Hierarchical Aggregation,2020,"Gotz, D., Zhang, J., Wang, W., Shrestha, J., Borland, D.",10.1109/TVCG.2019.2934661
972,IV,WET: a prototype of an Exploratory Search System for Web Mining to assess Usability,2007,"Pascual, V., Dursteler, J.C.",10.1109/IV.2007.142
3255,Vis,VASABI: Hierarchical User Profiles for Interactive Visual User Behaviour Analytics,2020,"Nguyen, P. H., Henkin, R., Chen, S., Andrienko, N., Andrienko, G., Thonnard, O., Turkay, C.",10.1109/TVCG.2019.2934609
4719,journal,A Multi-Person Selfie System via Augmented Reality,2020,"Lin, Jie, Yang, Chuan-Kai",https://doi.org/10.1111/cgf.14167
2723,VAST,TopicPanorama: A full picture of relevant topics,2014,"Liu, Shixia, Wang, Xiting, Chen, Jianfei, Zhu, Jun, Guo, Baining",10.1109/VAST.2014.7042494
1171,IV,"Variations of ""Human Computer Interaction"" Syllabus in Computer Science Area",2014,"Nakayama, M., Hascoet, M.",10.1109/IV.2014.44
2764,VAST,Visualization of social media flows with interactively identified key players,2014,"Yuan, Xiaoru, Wang, Zhenhuang, Liu, Zipeng, Guo, Cong, Ai, Hongwei, Ren, Donghao",10.1109/VAST.2014.7042535
2733,VAST,Visual process mining: Event data exploration and analysis,2014,"Bodesinsky, P., Alsallakh, B., Gschwandtner, T., Miksch, S.",10.1109/VAST.2014.7042504
902,journal,The Streams of Our Lives: Visualizing Listening Histories in Context,2010,"Baur, D., Seiffert, F., Sedlmair, M., Boring, S.",10.1109/TVCG.2010.206
3860,IV,Creating Visual Tools to Support Human-Centered Design Methods,2020,"Wang, Y., Masoodian, M.",10.1109/IV51561.2020.00086
2849,VAST,ScatterBlogs: Geo-spatial document analysis,2011,"Bosch, H., Thom, D., Worner, M., Koch, S., Puttmann, E., Jackle, D., Ertl, T.",10.1109/VAST.2011.6102488
901,journal,OpinionSeer: Interactive Visualization of Hotel Customer Feedback,2010,"Wu, Yingcai, Wei, Furu, Liu, Shixia, Au, N., Cui, Weiwei, Zhou, Hong, Qu, Huamin",10.1109/TVCG.2010.183
